medicineID	medicineName	medicineType	dosageType	drugRoute	company	drug	dosages	activeIngredientUnit	pharmacologicalClasses	category
5209	Ranitidine 	Proton pump inhibitor	TABLET	ORAL	"Aphena Pharma Solutions - Tennessee, LLC"	RANITIDINE HYDROCHLORIDE	150	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5210	Ranitidine 	Proton pump inhibitor	TABLET	ORAL	Thirty Madison Inc	RANITIDINE HYDROCHLORIDE	150	mg/1		HUMAN PRESCRIPTION DRUG
5211	Ranitidine 	Proton pump inhibitor	TABLET	ORAL	VKT Pharma Private Limited	RANITIDINE HYDROCHLORIDE	150;300	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5212	Ranitidine 150 	Proton pump inhibitor	TABLET	ORAL	Walmart Stores Inc.	RANITIDINE HYDROCHLORIDE	150	mg/1		HUMAN PRESCRIPTION DRUG
5213	Ranitidine 150 	Proton pump inhibitor	TABLET	ORAL	"Marc Glassman, Inc."	RANITIDINE HYDROCHLORIDE	150	mg/1		HUMAN PRESCRIPTION DRUG
5214	Ranitidine 150 	Proton pump inhibitor	TABLET	ORAL	Allegiant Health	RANITIDINE HYDROCHLORIDE	150	mg/1		HUMAN PRESCRIPTION DRUG
5215	ranitidine 75 	Proton pump inhibitor	TABLET	ORAL	Major Pharmaceuticals	RANITIDINE HYDROCHLORIDE	75	mg/1		HUMAN PRESCRIPTION DRUG
5216	Ranitidine 75 	Proton pump inhibitor	TABLET	ORAL	The Kroger Co.	RANITIDINE HYDROCHLORIDE	75	mg/1		HUMAN PRESCRIPTION DRUG
5217	Ranitidine cool mint	Proton pump inhibitor	TABLET	ORAL	Granules India Ltd	RANITIDINE HYDROCHLORIDE	150	mg/1		HUMAN PRESCRIPTION DRUG
5218	Ranitidine Hydrochloride 	Proton pump inhibitor	CAPSULE	ORAL	Sandoz Inc	RANITIDINE HYDROCHLORIDE	150;300	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5219	Ranitidine Hydrochloride 	Proton pump inhibitor	CAPSULE	ORAL	"AvKARE, Inc."	RANITIDINE HYDROCHLORIDE	150	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5220	Ranitidine Hydrochloride 	Proton pump inhibitor	CAPSULE	ORAL	"Golden State Medical Supply, Inc."	RANITIDINE HYDROCHLORIDE	150;300	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5221	Ranitidine Hydrochloride 	Proton pump inhibitor	CAPSULE	ORAL	Dr. Reddy's Laboratories Limited	RANITIDINE HYDROCHLORIDE	150;300	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5222	ranitidine hydrochloride 	Proton pump inhibitor	TABLET	ORAL	Gericare Pharmaceuticals	RANITIDINE HYDROCHLORIDE	150	mg/1		HUMAN PRESCRIPTION DRUG
5223	Ranitidine Hydrochloride 	Proton pump inhibitor	CAPSULE	ORAL	"ANI Pharmaceuticals, Inc."	RANITIDINE HYDROCHLORIDE	150;300	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5224	Ranitidine Hydrochloride 	Proton pump inhibitor	INJECTION	INTRAMUSCULAR; INTRAVENOUS	Cadila Healthcare Limited	RANITIDINE HYDROCHLORIDE	25	mg/mL	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5225	Ranitidine Hydrochloride 	Proton pump inhibitor	INJECTION	INTRAMUSCULAR; INTRAVENOUS	Zydus Pharmaceuticals (USA) Inc.	RANITIDINE HYDROCHLORIDE	25	mg/mL	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5226	Ranitidine Hydrochloride 	Proton pump inhibitor	INJECTION	INTRAMUSCULAR; INTRAVENOUS	Cadila Healthcare Limited	RANITIDINE HYDROCHLORIDE	25	mg/mL	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5227	Ranitidine Immediate release	Proton pump inhibitor	TABLET	ORAL	"Golden State Medical Supply, Inc."	RANITIDINE HYDROCHLORIDE	150;300	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5228	Ranitidine Immediate release	Proton pump inhibitor	TABLET	ORAL	"Clinical Solutions Wholesale, LLC"	RANITIDINE HYDROCHLORIDE	150	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5229	Ranitidine Immediate release	Proton pump inhibitor	TABLET	ORAL	Strides Pharma Science Limited	RANITIDINE HYDROCHLORIDE	150;300	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5230	Ranitidine Immediate release	Proton pump inhibitor	TABLET	ORAL	"Preferred Pharmaceuticals, Inc."	RANITIDINE HYDROCHLORIDE	300	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5231	Ranitidine Immediate release	Proton pump inhibitor	TABLET	ORAL	REMEDYREPACK INC.	RANITIDINE HYDROCHLORIDE	150	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5232	Ranitidine Immediate release	Proton pump inhibitor	TABLET	ORAL	"Denton Pharma, Inc. DBA Northwind Pharmaceuticals"	RANITIDINE HYDROCHLORIDE	150	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5233	Ranitidine Immediate release	Proton pump inhibitor	TABLET	ORAL	Bryant Ranch Prepack	RANITIDINE HYDROCHLORIDE	300	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5234	Ranitidine Immediate release	Proton pump inhibitor	TABLET	ORAL	"Aphena Pharma Solutions - Tennessee, LLC"	RANITIDINE HYDROCHLORIDE	150;300	mg/1	"Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]"	HUMAN PRESCRIPTION DRUG
5235	Rugby Gentle Laxative 	Laxative	SUPPOSITORY	RECTAL	Rugby Laboratories	BISACODYL	10	mg/2000mg		HUMAN PRESCRIPTION DRUG
5236	Saline Laxative 	Laxative	ENEMA	RECTAL	Walgreen Company	"SODIUM PHOSPHATE, DIBASIC, UNSPECIFIED FORM; SODIUM PHOSPHATE, MONOBASIC, UNSPECIFIED FORM"	7;19	g/118mL		HUMAN PRESCRIPTION DRUG
5237	Saline Laxative 	Laxative	ENEMA	RECTAL	Major Pharmaceuticals	"SODIUM PHOSPHATE, DIBASIC, UNSPECIFIED FORM; SODIUM PHOSPHATE, MONOBASIC, UNSPECIFIED FORM"	7;19	g/133mL		HUMAN PRESCRIPTION DRUG
5238	Saline Laxative 	Laxative	ENEMA	RECTAL	Kroger Company	"SODIUM PHOSPHATE, DIBASIC, UNSPECIFIED FORM; SODIUM PHOSPHATE, MONOBASIC, UNSPECIFIED FORM"	7;19	g/118mL		HUMAN PRESCRIPTION DRUG
5239	Saline Laxative 	Laxative	ENEMA	RECTAL	Supervalu Inc	"SODIUM PHOSPHATE, DIBASIC, UNSPECIFIED FORM; SODIUM PHOSPHATE, MONOBASIC, UNSPECIFIED FORM"	7;19	g/118mL		HUMAN PRESCRIPTION DRUG
5240	Saline Laxative 	Laxative	ENEMA	RECTAL	"FAMILY DOLLAR STORES, INC."	"SODIUM PHOSPHATE, DIBASIC, UNSPECIFIED FORM; SODIUM PHOSPHATE, MONOBASIC, UNSPECIFIED FORM"	7;19	g/118mL		HUMAN PRESCRIPTION DRUG
5241	Senna S Laxative 	Laxative	TABLET	ORAL	"EQUATE (Wal-Mart Stores, Inc.)"	DOCUSATE SODIUM; SENNOSIDES	50;8.6	mg/1		HUMAN PRESCRIPTION DRUG
5242	Sertraline 	Antidepressants	TABLET	ORAL	Hikma Pharmaceuticals USA Inc.	SERTRALINE HYDROCHLORIDE	100;50;25	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5243	Sertraline 	Antidepressants	TABLET	ORAL	"NCS HealthCare of KY, Inc dba Vangard Labs"	SERTRALINE HYDROCHLORIDE	25;50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5244	Sertraline 	Antidepressants	TABLET	ORAL	Major Pharmaceuticals	SERTRALINE HYDROCHLORIDE	25;50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5245	Sertraline 	Antidepressants	TABLET	ORAL	QPharma Inc	SERTRALINE HYDROCHLORIDE	50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5246	SERTRALINE 	Antidepressants	TABLET	ORAL	"Aphena Pharma Solutions - Tennessee, LLC"	SERTRALINE HYDROCHLORIDE	100;50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5247	SERTRALINE 	Antidepressants	TABLET	ORAL	A-S Medication Solutions	SERTRALINE HYDROCHLORIDE	25	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5248	Sertraline 	Antidepressants	TABLET	ORAL	Proficient Rx LP	SERTRALINE HYDROCHLORIDE	50;100;25	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5249	Sertraline 	Antidepressants	TABLET	ORAL	Contract Pharmacy Services-PA	SERTRALINE HYDROCHLORIDE	100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5250	Sertraline 	Antidepressants	TABLET	ORAL	"RedPharm Drug, Inc."	SERTRALINE HYDROCHLORIDE	50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5251	Sertraline 	Antidepressants	TABLET	ORAL	"NuCare Pharmaceuticals,Inc."	SERTRALINE HYDROCHLORIDE	50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5252	Sertraline 	Antidepressants	TABLET	ORAL	"Lupin Pharmaceuticals, Inc."	SERTRALINE HYDROCHLORIDE	25;50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5253	Sertraline 	Antidepressants	TABLET	ORAL	"Legacy Pharmaceutical Packaging, LLC"	SERTRALINE HYDROCHLORIDE	100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5254	Sertraline 	Antidepressants	TABLET	ORAL	"Preferred Pharmaceuticals, Inc."	SERTRALINE HYDROCHLORIDE	100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5255	Sertraline 	Antidepressants	TABLET	ORAL	REMEDYREPACK INC.	SERTRALINE HYDROCHLORIDE	50;100;25	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5256	Sertraline 	Antidepressants	TABLET	ORAL	Bryant Ranch Prepack	SERTRALINE HYDROCHLORIDE	100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5257	SERTRALINE 	Antidepressants	TABLET	ORAL	"Exelan Pharmaceuticals, Inc."	SERTRALINE HYDROCHLORIDE	25;50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5258	Sertraline Hydrochloride 	Antidepressants	SOLUTION	ORAL	Marlex Pharmaceuticals Inc	SERTRALINE HYDROCHLORIDE	20	mg/mL	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5259	Sertraline Hydrochloride 	Antidepressants	SOLUTION	ORAL	NorthStar Rx LLC	SERTRALINE HYDROCHLORIDE	20	mg/mL	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5260	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	NorthStar Rx LLC	SERTRALINE HYDROCHLORIDE	25;50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5261	SERTRALINE HYDROCHLORIDE 	Antidepressants	TABLET	ORAL	"Accord Healthcare, Inc."	SERTRALINE HYDROCHLORIDE	25;50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5262	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	QPharma Inc	SERTRALINE HYDROCHLORIDE	50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5263	SERTRALINE HYDROCHLORIDE 	Antidepressants	TABLET	ORAL	"PD-Rx Pharmaceuticals, Inc."	SERTRALINE HYDROCHLORIDE	50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5264	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	"Aphena Pharma Solutions - Tennessee, LLC"	SERTRALINE HYDROCHLORIDE	100;25	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5265	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Medsource Pharmaceuticals	SERTRALINE HYDROCHLORIDE	50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5266	SERTRALINE HYDROCHLORIDE 	Antidepressants	TABLET	ORAL	A-S Medication Solutions	SERTRALINE HYDROCHLORIDE	100;50;25	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5267	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Unit Dose Services	SERTRALINE HYDROCHLORIDE	25;50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5268	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Northwind Pharmaceuticals	SERTRALINE HYDROCHLORIDE	100;50;25	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5269	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	DOH CENTRAL PHARMACY	SERTRALINE HYDROCHLORIDE	100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5270	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Cardinal Health	SERTRALINE HYDROCHLORIDE	50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5271	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Lake Erie Medical DBA Quality Care Products LLC	SERTRALINE HYDROCHLORIDE	50;100;25	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5272	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	"Clinical Solutions Wholesale, LLC"	SERTRALINE HYDROCHLORIDE	50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5273	SERTRALINE HYDROCHLORIDE 	Antidepressants	SOLUTION	ORAL	Greenstone LLC	SERTRALINE HYDROCHLORIDE	20	mg/mL	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5274	SERTRALINE HYDROCHLORIDE 	Antidepressants	TABLET	ORAL	Greenstone LLC	SERTRALINE HYDROCHLORIDE	100;25;50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5275	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	American Health Packaging	SERTRALINE HYDROCHLORIDE	25;50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5276	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	St. Mary's Medical Park Pharmacy	SERTRALINE HYDROCHLORIDE	100;25;50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5277	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	St. Maryãs Medical Park Pharmacy	SERTRALINE HYDROCHLORIDE	100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5278	SERTRALINE HYDROCHLORIDE 	Antidepressants	TABLET	ORAL	DIRECT RX	SERTRALINE HYDROCHLORIDE	50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5279	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Direct_Rx	SERTRALINE HYDROCHLORIDE	50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5280	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Proficient Rx LP	SERTRALINE HYDROCHLORIDE	50;100;25	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5281	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Bryant Ranch Prepack	SERTRALINE HYDROCHLORIDE	25;50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5282	Sertraline Hydrochloride 	Antidepressants	SOLUTION	ORAL	"Rising Pharmaceuticals, Inc."	SERTRALINE HYDROCHLORIDE	20	mg/mL	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5283	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Cadila Healthcare Limited	SERTRALINE HYDROCHLORIDE	25;50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5284	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Aurobindo Pharma Limited	SERTRALINE HYDROCHLORIDE	25;50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5285	Sertraline Hydrochloride 	Antidepressants	SOLUTION	ORAL	Aurobindo Pharma Limited	SERTRALINE HYDROCHLORIDE	20	mg/mL	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5286	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Contract Pharmacy Services- PA	SERTRALINE HYDROCHLORIDE	50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5287	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Contract Pharmacy Services-PA	SERTRALINE HYDROCHLORIDE	100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5288	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	"RedPharm Drug, Inc."	SERTRALINE HYDROCHLORIDE	100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5289	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	"NuCare Pharmaceuticals,Inc."	SERTRALINE HYDROCHLORIDE	50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5290	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	"NuCare Pharmaceuticals, Inc."	SERTRALINE HYDROCHLORIDE	50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5291	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	"NuCare Pharmaceuticals,Inc."	SERTRALINE HYDROCHLORIDE	100;25;50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5292	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Zydus Pharmaceuticals (USA) Inc.	SERTRALINE HYDROCHLORIDE	25;50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5293	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	"Legacy Pharmaceutical Packaging, LLC"	SERTRALINE HYDROCHLORIDE	25;50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5294	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Preferred Pharmaceuticals Inc.	SERTRALINE HYDROCHLORIDE	50;25;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5295	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Cipla USA Inc.	SERTRALINE HYDROCHLORIDE	25;50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5296	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	REMEDYREPACK INC.	SERTRALINE HYDROCHLORIDE	50;25;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5297	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	"Denton Pharma, Inc. DBA Northwind Pharmaceuticals"	SERTRALINE HYDROCHLORIDE	100;50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5298	SERTRALINE HYDROCHLORIDE 	Antidepressants	SOLUTION	ORAL	"ACI Healthcare USA, Inc."	SERTRALINE HYDROCHLORIDE	20	mg/mL	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5299	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Proficient Rx LP	SERTRALINE HYDROCHLORIDE	50;100;25	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5300	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	Bryant Ranch Prepack	SERTRALINE HYDROCHLORIDE	100;25;50	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5301	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	"Aphena Pharma Solutions - Tennessee, LLC"	SERTRALINE HYDROCHLORIDE	100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5302	SERTRALINE HYDROCHLORIDE 	Antidepressants	TABLET	ORAL	Direct_Rx	LEVOTHYROXINE SODIUM	112	ug/1	"l-Thyroxine [EPC],Thyroxine [CS]"	HUMAN PRESCRIPTION DRUG
5303	SERTRALINE HYDROCHLORIDE 	Antidepressants	TABLET	ORAL	DIRECT RX	SERTRALINE HYDROCHLORIDE	100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5304	Sertraline Hydrochloride 	Antidepressants	TABLET	ORAL	"PD-Rx Pharmaceuticals, Inc."	SERTRALINE HYDROCHLORIDE	50;100	mg/1	"Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5305	signature care childrens ibuprofen 	Analgesic	SUSPENSION	ORAL	Safeway	IBUPROFEN	100	mg/5mL		HUMAN PRESCRIPTION DRUG
5306	signature care childrens ibuprofen 	Analgesic	TABLET	ORAL	Safeway	IBUPROFEN	100	mg/1		HUMAN PRESCRIPTION DRUG
5307	signature care childrens ibuprofen 	Analgesic	SUSPENSION	ORAL	Safeway	IBUPROFEN	100	mg/5mL		HUMAN PRESCRIPTION DRUG
5308	Signature Care Ibuprofen 	Analgesic	TABLET	ORAL	Safeway	IBUPROFEN	100;200	mg/1		HUMAN PRESCRIPTION DRUG
5309	signature care ibuprofen childrens	Analgesic	SUSPENSION	ORAL	Safeway	IBUPROFEN	100	mg/5mL		HUMAN PRESCRIPTION DRUG
5310	Signature Care Ibuprofen PM 	Analgesic	TABLET	ORAL	Safeway	DIPHENHYDRAMINE CITRATE; IBUPROFEN	38;200	mg/1		HUMAN PRESCRIPTION DRUG
5311	signature care infants ibuprofen 	Analgesic	SUSPENSION/ DROPS	ORAL	Safeway	IBUPROFEN	50	mg/1.25mL		HUMAN PRESCRIPTION DRUG
5312	signature care naproxen sodium 	Analgesic	TABLET	ORAL	Safeway	NAPROXEN SODIUM	220	mg/1		HUMAN PRESCRIPTION DRUG
5313	signature care naproxen sodium pm 	Analgesic	TABLET	ORAL	Safeway	DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM	25;220	mg/1		HUMAN PRESCRIPTION DRUG
